Doc Symbol	publicaion date	Jobs	title	title _ar	subjects	Area	discard	Lang available	Security level	title	session 1	session 2	session 3	agenda 1	agenda 2	agenda 3
E/ESCWA/POP/1996/WG.4/2	11/20/1996	I9600490	FINAL REPORT AND RECOMMENDATIONS/ FIRST MEETING OF HEADS OF NATIONAL POPULATION COUNCILS AND COMMITTEES IN THE ARAB WORLD AMMAN 9 OCTOBER 1996		T0007920;T0005547;T0000172;T0002833;T0005529;T0005915;T0005957;T0006159;T0006124	UNDOC		EP AP	3	FINAL REPORT AND RECOMMENDATIONS/ FIRST MEETING OF HEADS OF NATIONAL POPULATION COUNCILS AND COMMITTEES IN THE ARAB WORLD AMMAN 9 OCTOBER 1996						
E/ESCWA/POP/1997/1	06/01/1997	I9700212	POPULATION BULLETIN OF ESCWA NO.44/1996		T0002802;T0005535;T0005532;T0003903;T0007216;T0000204	UNDOC		EP AP	2	POPULATION BULLETIN OF ESCWA NO.44/1996						
E/ESCWA/POP/1997/2	08/17/1997	I9709463	FINAL REPORT/ TRAINING WORKSHOP ON POPULATION POLICIES AND SUSTAINABLE DEVELOPMENT: FOOD AND ENVIRONMENT 29 JUNE-3 JULY 1997 AMMAN, JORDAN		T0001129;T0005957;T0002833;T0003193;T0004955;T0005547	UNDOC		EP AP	2	FINAL REPORT/ TRAINING WORKSHOP ON POPULATION POLICIES AND SUSTAINABLE DEVELOPMENT: FOOD AND ENVIRONMENT 29 JUNE-3 JULY 1997 AMMAN, JORDAN						
E/ESCWA/POP/1997/3	07/01/1998	I9800200			T0005530;T0005535;T0005546;T0005533;T0002841;T0006398;T0004268;T0006836;T0005547	UNDOC		AP	2							
E/ESCWA/POP/1997/4	12/07/1997	I9700748			T0002841;T0002842;T0005529;T0005547;T0010332;T0005957;T0004781;T0005915	UNDOC		AP	2							
E/ESCWA/POP/1997/5	12/21/1997	I9700752			T0002842;T0000172;T0007920;T0006159;T0005529	UNDOC		AP	2							
E/ESCWA/POP/1997/6	12/21/1997	I9700761	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA = ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ?????? ??????? ?? ?????? ?????????? ??????????? ????? ????		T0002777;T0004301;T0002820;T0005607;T0005547;T0002848	UNDOC		EP	2	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA = ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ?????? ??????? ?? ?????? ?????????? ??????????? ????? ????						
E/ESCWA/POP/1997/7	01/01/1999	I9900626	POPULATION POLICIES IN EGYPT, JORDAN AND YEMEN		T0002842;T0002777;T0006836;T0005342;T0005533;T0005546	UNDOC		EP	3	POPULATION POLICIES IN EGYPT, JORDAN AND YEMEN						
E/ESCWA/POP/1998/1	10/09/1999	I9900122	ARAB CONFERENCE ON THE IMPLEMENTATION OF THE INTERNATIONAL CONFERENCE ON POPULATION AND DEVELOPMENT PROGRAMME OF ACTION BEIRUT 22-25 SEP/ FINAL REPORT		T0005999;T0007920;T0006000;T0002833;T0006124;T0005547	UNDOC		EP AP	2	ARAB CONFERENCE ON THE IMPLEMENTATION OF THE INTERNATIONAL CONFERENCE ON POPULATION AND DEVELOPMENT PROGRAMME OF ACTION BEIRUT 22-25 SEP/ FINAL REPORT						
E/ESCWA/POP/1998/WG.1/10	09/14/1998	I9809968			T0005547;T0007920;T0006159;T0010332;T0002761;T0004317;T0002896	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/11	09/14/1998	I9809967			T0005547;T0007920;T0010332;T0002761;T0004317;T0002896;T0002777;T0005544	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/12	09/14/1998	I9809966			T0005547;T0007920;T0010458;T0000172	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/13	09/14/1998	I9809965			T0005547;T0007920;T0010458;T0000172;T0003258;T0002874;T0005535;T0010332	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/14	09/14/1998	I9809964			T0005547;T0007920;T0010458;T0000172;T0006044;T0003258;P0000586	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/15	09/14/1998	I9809978			T0005547;T0007920;T0002861;T0010388;T0006857;T0005945	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/16	09/14/1998	I9809977			T0005547;T0007920;T0002861;T0010388;T0006857;T0005945;T0000172;T0003959;T0005533;T0005544;T0005342;T0006159	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/17	09/14/1998	I9809951			T0005547;T0007920;T0002861;T0005945;T0003258;P0000771;T0004720	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/18	09/14/1998	I9809976			T0005547;T0007920;T0010387;T0005533;T0002861	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/19	09/14/1998	I9809975			T0005547;T0007920;T0004800;T0006012	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/2	09/14/1998	I9800313			T0005547;T0007920;T0006000;T0006302;T0002841;T0002860	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/20	09/14/1998	I9800312			T0005547;T0007920;T0002776;T0006000	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/21	09/14/1998	I9800314			T0005547;T0007920;T0000747;T0006000	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/22	09/14/1998	I9809974			T0005547;T0007920;T0013392;T0010332;T0002811;T0002881;T0002874;T0003236;T0007199;T0006302;T0006159	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/23	09/25/1998	I9800329			T0005547;T0007920;T0006808;T0007909	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/3	09/14/1998	I9809973			T0005547;T0007920;T0002842;T0010332;T0000731;T0002881;T0002874;T0004246;T0003677	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/4	09/14/1998	I9809972			T0005547;T0007920;T0002805;T0003853;T0006776;T0002800;T0005529	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/5	09/14/1998	I9809786			T0005547;T0007920;T0002835;T0009949;T0005608;T0002801;T0004268;T0005539	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/6	09/14/1998	I9800306	ISSUES CONCERING THE INTEGRATION OF REPORDUCTIVE HEALTH COMPONENTS		T0007920;T0006044;T0005547	UNDOC		EP	3	ISSUES CONCERING THE INTEGRATION OF REPORDUCTIVE HEALTH COMPONENTS						
E/ESCWA/POP/1998/WG.1/7	09/14/1998	I9809971			T0005547;T0007920;T0010332;T0003258;T0003261;T0003255;T0004317;T0002761;T0004286;T0002874;T0005363	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/8	09/14/1998	I9809970			T0005547;T0007920;T0010332;T0003258;T0003261;T0005529	UNDOC		AP	3							
E/ESCWA/POP/1998/WG.1/9	09/14/1998	I9809969			T0005547;T0007920;T0010332;T0003246;T0002889;T0005342	UNDOC		AP	3							
E/ESCWA/POP/1999/1	09/06/1999	I9900802	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR MEMBER COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA AS ASSESSED IN 1998, NO. 10 = ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ??????? ??????? ?? ?????? ?????????? ??????????? ????? ???? ???? 1998, ????? 10		T0002777;T0004301;T0002820;T0005607;T0005547;T0002848	UNDOC		EP	2	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR MEMBER COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA AS ASSESSED IN 1998, NO. 10 = ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ??????? ??????? ?? ?????? ?????????? ??????????? ????? ???? ???? 1998, ????? 10						
E/ESCWA/POP/1999/2	11/01/1999	I9901006			T0002833;T0002841;T0002842;T0005547;T0002775;T0002776;T0002861	UNDOC		AP	2							
E/ESCWA/POP/1999/3	11/01/1999	I9901007			T0002833;T0002841;T0002776;T0002775;T0002861;T0005547;T0002848	UNDOC		AP	2							
E/ESCWA/POP/1999/4	01/01/1999	I9901044			T0002842;T0002777;T0005529;T0002874;T0006858;T0010332	UNDOC		AP	2							
E/ESCWA/POP/1999/5	12/16/1999	I0000064	REPORT WORKSHOP ON POPULATION POLICIES AND SUSTAINABLE DEVELOPMENT: FOLLOW UP INDICATORS AND INFORMATION SYSEMS BEIRUT, 15-17 NOVEMBER 1999		T0005999;T0005915;T0007920;T0001129;T0005957;T0004800;T0002842	UNDOC		EP AP	2	REPORT WORKSHOP ON POPULATION POLICIES AND SUSTAINABLE DEVELOPMENT: FOLLOW UP INDICATORS AND INFORMATION SYSEMS BEIRUT, 15-17 NOVEMBER 1999						
E/ESCWA/POP/1999/6	02/10/2000	I0000074	REPORT/ MEETING OF HEADS OF NATIONAL POPULATION COMMITTEES/COUNCILS IN THE ARAB COUNTRIES, BEIRUT, 18-19 NOVEMBER 1999		T0005999;T0005915;T0007920;T0006159;T0005957;T0005547	UNDOC		EP AP	2	REPORT/ MEETING OF HEADS OF NATIONAL POPULATION COMMITTEES/COUNCILS IN THE ARAB COUNTRIES, BEIRUT, 18-19 NOVEMBER 1999						
E/ESCWA/POP/2001/1	10/01/2001	I0100208			T0006133;T0002824;T0005532;T0002833;T0005534;T0006398;T0002777;T0005547;T0002839;T0003243;T0010332	UNDOC		AP	2							
E/ESCWA/POP/2001/1/REV.1	04/01/2002	I0200184			T0002833;T0005547;T0009906;T0002767;T0005532;T0005534;T0002842;T0002841;T0002776	UNDOC		AP	2							
E/ESCWA/POP/2001/2	05/09/2001	I0100521	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR MEMBER COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA AS ASSESSED IN 2000, NO. 11= ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ??????? ??????? ?? ?????? ?????????? ??????????? ????? ????		T0002777;T0004301;T0002820;T0005607;T0005547;T0002848	UNDOC		EP	2	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS: FOR MEMBER COUNTRIES OF THE ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA AS ASSESSED IN 2000, NO. 11= ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ????????? ??????? ??????? ?? ?????? ?????????? ??????????? ????? ????						
E/ESCWA/POP/2001/3	07/16/2001	I0100643			T0004800;T0002833;T0002842;T0005999;T0005957;T0007920	UNDOC		AP	3							
E/ESCWA/POP/2001/5	12/26/2001	I0101026			T0002800;T0002833;T0003677;T0005529	UNDOC		AP	2							
E/ESCWA/POP/2001/6	02/25/2002	I0200129			T0002842;T0005529;T0004800	UNDOC		AP	3							
E/ESCWA/POP/2001/7	03/01/2002	I0200137			T0002842;T0004800;T0006302;T0005529	UNDOC		AP	3							
E/ESCWA/POP/2001/7/REV.1	06/12/2002	I0200338			T0002842;T0004800;T0005529	UNDOC		AP	3							
E/ESCWA/POP/2001/WG.1/2	11/07/2001	I0100013			T0005976;T0005529;T0005547	UNDOC		AP	3							
E/ESCWA/POP/2001/WG.1/4	11/07/2001	I0100012			T0005976;T0004800;T0005529;T0005547	UNDOC		AP	3							
E/ESCWA/POP/2001/WG.1/L.1	10/29/2001	I0100015	PROVISIONAL ORGANIZATION OF WORK/ REGIONAL WORKSHOP ON THE POPULATION POLICIES INFORMATION SYSTEM BEIRUT, 7-9 NOVEMBER 2001		T0005999;T0005547;T0007920	UNDOC		EP AP	3	PROVISIONAL ORGANIZATION OF WORK/ REGIONAL WORKSHOP ON THE POPULATION POLICIES INFORMATION SYSTEM BEIRUT, 7-9 NOVEMBER 2001						
E/ESCWA/POP/2002/1	11/20/2002	I0200732			T0010332;T0000722;T0005529	UNDOC		AP	3							
E/ESCWA/POP/88/1	01/26/1988	I8800056			T0003091;T0006000;T0000714;T0002838;T0005542	UNDOC		AP	3							
E/ESCWA/POP/88/3	01/01/1988	I8800147	TRILINGUAL DEMOGRAPHIC DICTIONARY=LEXIQUE DEMOGRAPHIQUE TRILINGUE=??????? ??????????? ???????		T0004365;T0004394;T0002833;T0002778;T0004385;T0004846	UNDOC		EP	2	TRILINGUAL DEMOGRAPHIC DICTIONARY=LEXIQUE DEMOGRAPHIQUE TRILINGUE=??????? ??????????? ???????						
E/ESCWA/POP/88/4	12/01/1988	I8801098			T0005547;T0006159;T0006000;T0000714;T0003701;T0006124;T0005534	UNDOC		AP	3							
E/ESCWA/POP/89/1	03/20/1989	I8900399			T0006302;T0009443;T0004205;T0000667;T0004268;T0005533;T0002796	UNDOC		AP	3							
E/ESCWA/POP/89/2	06/01/1988	I8901317	POPULATION BULLETIN OF ESCWA NO.32, JUNE 1988		T0003725;T0002841;T0002838;T0002804;T0005529;T0005547;T0003777;T0000670;T0001850;T0002277;T0005542;T0003701;T0002881;T0005529;T0005534	UNDOC		EP AP	2	POPULATION BULLETIN OF ESCWA NO.32, JUNE 1988						
E/ESCWA/POP/89/3	03/31/1989	I8909399			T0006302;T0009443;T0004205;T0000667;T0004268;T0002796;T0007216;T0005544;T0002838;T0003701;T0002765;T0005547	UNDOC		AP	3							
E/ESCWA/POP/89/4	04/27/1989	I8909568			T0000756;T0000714;T0005546;T0003725	UNDOC		AP	3							
E/ESCWA/POP/89/5	09/01/1989	I8901198			T0003701;T0005928;T0000733;T0003537;T0002837;T0002841;T0000626;T0005547;T0006836	UNDOC		AP	2							
E/ESCWA/POP/89/6	11/06/1989	I8901440			T0000714;T0003725;T0001887;T0003777;T0005542	UNDOC		AP	3							
E/ESCWA/POP/89/7	12/01/1989	I8901441	POPULATION BULLETIN OF ESCWA NO.33, DEC 1988		T0002841;T0002778;T0006171;T0002881;T0002805;T0005529;T0003561;T0002769;T0004202;T0006836;T0005544;T0002277;T0005539;T0005534;T0000718;T0004721;T0005529;T0005547;T0006038	UNDOC		EP AP	2	POPULATION BULLETIN OF ESCWA NO.33, DEC 1988						
E/ESCWA/POP/89/8/REV.1	05/27/1990	I9000480	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS= ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ?????????.		T0002838;T0002765;T0003705;T0000892;T0002777;T0005547	UNDOC		AP	3	DEMOGRAPHIC AND RELATED SOCIO-ECONOMIC DATA SHEETS= ?????? ???????? ??????????? ??? ???? ??? ?? ?????? ???????? ?????????.						
E/ESCWA/POP/89/9	06/01/1989	I8901577			T0002775;T0006302;T0005342;T0002861;T0002881;T0004205;T0002805;T0003701;T0002792;T0005325;T0005435;T0002804;T0006156;T0003537;T0002833;T0005542	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/10	09/25/1989	I8901611			T0007920;T0005547;T0003701;T0009552;T0005529;T0003696;T0005725;T0004278	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/11	09/25/1989	I8901612			T0007920;T0005547;T0009552;T0005928;T0005991	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/12	03/19/1990	I9000254			T0007920;T0005547;T0002805;T0006159;T0005957;T0006124;T0005915	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/2	09/25/1989	I8901402			T0007920;T0005547;T0004286;T0003701;T0002805;T0002800;T0005608;T0003695;T0005342	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/3	09/25/1989	I8901410			T0007920;T0005547;T0009552;T0004286;T0003701;T0005496;T0002852;T0002805;T0005368	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/4	09/25/1989	I8901476			T0007920;T0005547;T0002838;T0006156;T0004202;T0004286;T0004321;T0005539;T0006159	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/5	11/21/1989	I8901558			T0007920;T0005547;T0002818;T0004286;T0005725;T0003725;T0005535;T0002838;T0009908	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/6	11/19/1989	I8901505			T0007920;T0005547;T0002818;T0002913;T0003537;T0002792;T0002835;T0005881;T0006432;T0000371;T0005928	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/7	09/25/1989	I8901559			T0005547;T0009552;T0005547;T0005725;T0003701;T0005533;T0005379;T0005342	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/8	09/25/1989	I8901569	ECONOMIC DEVELOPMENT IN THE ARAB GULF OIL-COUNTRIES PAST PERFORMANCE 1970-1989 AND FUTURE PROSPECTS 1990-2000 WITH SPECIAL REFERENCE TO LABOUR FORCE MIGRATION		T0007920;T0005547;T0000731;T0005539;T0002841;T0003853;T0003701	UNDOC		EP	3	ECONOMIC DEVELOPMENT IN THE ARAB GULF OIL-COUNTRIES PAST PERFORMANCE 1970-1989 AND FUTURE PROSPECTS 1990-2000 WITH SPECIAL REFERENCE TO LABOUR FORCE MIGRATION						
E/ESCWA/POP/89/WG.1/8/ADD.1	09/25/1989	I8901606	ECONOMIC DEVELOPMENT IN THE ARAB GULF OIL-COUNTRIES PAST PERFORMANCE 1970-1989 AND FUTURE PROSPECTS 1990-2000 WITH SPECIAL REFERENCE TO LABOUR FORCE MIGRATION.		T0007920;T0005547;T0000731;T0005539	UNDOC		AP	2	ECONOMIC DEVELOPMENT IN THE ARAB GULF OIL-COUNTRIES PAST PERFORMANCE 1970-1989 AND FUTURE PROSPECTS 1990-2000 WITH SPECIAL REFERENCE TO LABOUR FORCE MIGRATION.						
E/ESCWA/POP/89/WG.1/9	09/25/1989	I8901597			T0007920;T0005547;T0004286;T0003701;T0002805;T0009552;T0006030;T0000667;T0005529	UNDOC		AP	2							
E/ESCWA/POP/89/WG.1/L.1	09/25/1989	I8901213	PROVISIONAL  AGENDA/ SEMINAR ON DEMOGRAPHIC AND SOCIO-ECONOMIC IMPLICATIONS OF INTERNATIONAL MIGRATION IN THE ARAB WORLD WITH SPECIAL REFERENCE TO RETURN MIGRATION 4-9 DECEMBER 1989 AMMAN, JORDAN		T0005915;T0005547;T0007920;T0002805	UNDOC		EP AP	3	PROVISIONAL  AGENDA/ SEMINAR ON DEMOGRAPHIC AND SOCIO-ECONOMIC IMPLICATIONS OF INTERNATIONAL MIGRATION IN THE ARAB WORLD WITH SPECIAL REFERENCE TO RETURN MIGRATION 4-9 DECEMBER 1989 AMMAN, JORDAN						
E/ESCWA/POP/89/WG.1/L.1/ADD.1	09/25/1989	I8901295	ANNOTATED PROVISIONAL AGENDA/ SEMINAR ON DEMOGRAPHIC AND SOCIO-ECONOMIC IMPLICATIONS OF INTERNATIONAL MIGRATION IN THE ARAB WORLD WITH SPECIAL REFERENCE TO RETURN MIGRATION		T0005915;T0007920;T0005547;T0002805	UNDOC		EP AP	3	ANNOTATED PROVISIONAL AGENDA/ SEMINAR ON DEMOGRAPHIC AND SOCIO-ECONOMIC IMPLICATIONS OF INTERNATIONAL MIGRATION IN THE ARAB WORLD WITH SPECIAL REFERENCE TO RETURN MIGRATION						
E/ESCWA/POP/93/8	12/01/1992	I9300738			T0002842;T0002833;T0002848;T0002881;T0002774;T0002800;T0002874;T0005533;T0005529;P0000032;T0000718	UNDOC		AP	2							
E/ESCWA/POP/WG.5/17	01/26/1976	I7609479			T0005547;T0007920;T0007199;T0005546;T0002841;T0002823	UNDOC		AP	3							
E/ESCWA/PPTCD/2000/37	06/15/2000	I0000328	REPORT ON MISSION TO THE MINISTRY OF ENERGY AND MINERAL RESOURCES, AND THE NATIONAL ENERGY RESEARCH CENTER, AMMAN, JORDAN 21-29 MAY, 2000		T0000714;T0001407;T0005533;P0000032;T0001363;T0006159;T0001402;T0005547	UNDOC		EP	3	REPORT ON MISSION TO THE MINISTRY OF ENERGY AND MINERAL RESOURCES, AND THE NATIONAL ENERGY RESEARCH CENTER, AMMAN, JORDAN 21-29 MAY, 2000						
E/ESCWA/PPTCD/2007/TECHNICAL MATERIAL.1	06/01/2007	I0700230	TECHNICAL COOPERATION REPORT 2006		T0006000;T0006124;T0005547;T0000747;T0000714;T0000756;T0000731;T0001407;T0004347;T0001247;T0002519;T0006386;T0000896;T0000224	UNDOC		EP AP	2	TECHNICAL COOPERATION REPORT 2006						
E/ESCWA/PPTCD/2007/WG.1/3	02/22/2008	I0800042	REPORT PREPARATORY MEETING ON THE ESTABLISHMENT OF A TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK CAIRO 28-30 OCTOBER 2007		T0000756;T0004918;T0005547	UNDOC		EP AP	6	REPORT PREPARATORY MEETING ON THE ESTABLISHMENT OF A TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK CAIRO 28-30 OCTOBER 2007						
E/ESCWA/PPTCD/2009/1	04/25/2009	I0900200	REPORT ON THE SECOND MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK BEIRUT, 16-18 FEBRUARY 2009		T0005547;T0007920;T0004918;T0010320	UNDOC		EP AP	3	REPORT ON THE SECOND MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK BEIRUT, 16-18 FEBRUARY 2009						
E/ESCWA/PPTCD/2009/1/REV.1	04/25/2009	I0900354	REPORT ON THE SECOND MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK BEIRUT, 16-18 FEBRUARY 2009		T0005547;T0007920;T0004918;T0010320;T0001933;T0004959	UNDOC		EP	3	REPORT ON THE SECOND MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK BEIRUT, 16-18 FEBRUARY 2009						
E/ESCWA/PPTCD/2010/WG.1/REPORT	05/13/2011	I1100111	REPORT ON THE 3RD MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK, BEIRUT, 28-30 SEPTEMBER 2010		T0000756;T0005547;T0000714;T0004918;T0004709	UNDOC		EP AP	3	REPORT ON THE 3RD MEETING OF THE TECHNICAL COOPERATION KNOWLEDGE-SHARING NETWORK, BEIRUT, 28-30 SEPTEMBER 2010						
E/ESCWA/PPTCD/2011/BROCHURE.1	10/01/2011	I1100131	ESCWA TECHNICAL COOPERATION MENU: DELIVERING A BROAD RANGE OF EXPERTISE OF MEMBER COUNTRIES		T0005547;T0000756;T0010275;T0001129;T0004271;T0004190;T0010624	UNDOC		EP AP	2	ESCWA TECHNICAL COOPERATION MENU: DELIVERING A BROAD RANGE OF EXPERTISE OF MEMBER COUNTRIES						
E/ESCWA/PPTCO/1992/IG.1/3/REV.1	05/04/1992	I9200214	MEDIUM-TERM PLAN FOR THE PERIOD 1992-1997		T0000747;T0001776;T0001494;T0001145;T0003070;T0001850;T0002632;T0000930;T0001118;T0001407;T0002833;T0000789;T0000816;T0004928;T0004271;T0004352;T0003955;T0000896;T0002311;T0002520;T0005547;T0007910	UNDOC		EP AP	3	MEDIUM-TERM PLAN FOR THE PERIOD 1992-1997						
E/ESCWA/PPTCO/1992/IG.1/4	02/13/1992	I9200050	FINAL REPORT/ INTERGOVERNMENTAL MEETING TO REVIEW THE 1992-1997 MEDIUM TERM PLAN 8-9 FEBRUARY 1992 CAIRO, EGYPT		T0005999;T0006124;T0005957;T0007920;T0006159;T0005547;T0007910	UNDOC		EP AP	3	FINAL REPORT/ INTERGOVERNMENTAL MEETING TO REVIEW THE 1992-1997 MEDIUM TERM PLAN 8-9 FEBRUARY 1992 CAIRO, EGYPT						
E/ESCWA/PPTCO/1992/IG.1/5	02/13/1992	I9200238			T0005547;T0007920;T0007910;T0009702	UNDOC		AP	3							
E/ESCWA/PPTCO/1992/WG.2/2	10/20/1992	I9200641			T0007920;T0005547;T0000359;T0003716;T0003701;T0002833;T0002818	UNDOC		AP	2							
E/ESCWA/PPTCO/1992/WG.2/2/SUPPL.1	09/27/1992	N920678	UNEMPLOYMENT IN THE PALESTINIAN OCCUPIED TERRITORIES, 1968-1991		T0003716;T0000363	UNDOC			2	UNEMPLOYMENT IN THE PALESTINIAN OCCUPIED TERRITORIES, 1968-1991						
E/ESCWA/PPTCO/1992/WG.2/2/(SUPPL.1)	09/27/1992	I9200678	UNEMPLOYMENT IN THE PALESTINIAN OCCUPIED TERRITORIES 1968-1991		T0007920;T0005547;T0006124;T0000359;T0003716;T0003701	UNDOC		EP	2	UNEMPLOYMENT IN THE PALESTINIAN OCCUPIED TERRITORIES 1968-1991						
E/ESCWA/PPTCO/1992/WG.2/3	11/30/1992	I9300001			T0005999;T0006124;T0007920;T0005547;T0005915;T0000359	UNDOC		AP	2							
E/ESCWA/PPTCO/1992/WG.2/INF.1	11/28/1992	I9200771	THE ROLE OF ESCWA IN SUPPORTING DEVELOPMENT ACTIVITIES RELATED TO PALESTINE		T0004271;T0000731;T0000363	UNDOC		EP AP	2	THE ROLE OF ESCWA IN SUPPORTING DEVELOPMENT ACTIVITIES RELATED TO PALESTINE						
E/ESCWA/RES/94/1	02/03/1994	I9400064	CURRICULA VITAE OF EXPERTS PARTICIPATING IN THE CONSULTATIONS		T0006036;T0007920;T0005547;T0000737;T0004792;T0005957	UNDOC		EP	3	CURRICULA VITAE OF EXPERTS PARTICIPATING IN THE CONSULTATIONS						
E/ESCWA/RES/94/10	02/03/1994	I9400060	SOME FUNDAMENTAL CONSIDERATION FOR THE FORMULATION OF PLANS AND PRIORITIES OF TARGETS FOR THE ESCWA REGION HUMAN RESOURCES DEVELOPMENT/ NOTES BY THE EXPERTS		T0006036;T0007920;T0005547;T0006000;T0003725	UNDOC		EP	3	SOME FUNDAMENTAL CONSIDERATION FOR THE FORMULATION OF PLANS AND PRIORITIES OF TARGETS FOR THE ESCWA REGION HUMAN RESOURCES DEVELOPMENT/ NOTES BY THE EXPERTS						
E/ESCWA/RES/94/11	02/03/1994	I9400061	SUGGESTIONS FOR ESCWA PROGRAMMES/ NOTES BY THE EXPERTS		T0006036;T0007920;T0005547;T0006000	UNDOC		EP	3	SUGGESTIONS FOR ESCWA PROGRAMMES/ NOTES BY THE EXPERTS						
E/ESCWA/RES/94/12	02/03/1994	I9400065	NOTES BY THE EXPERTS		T0006036;T0007920;T0009702;T0005547	UNDOC		EP	3	NOTES BY THE EXPERTS						
E/ESCWA/RES/94/13	02/03/1994	I9400071	NOTES ON THE MAIN REGIONAL PRIORITIES IN THE TRANSPORT SECTOR/ NOTES BY THE EXPERTS		T0006036;T0007920;T0005547;T0009702;T0000747;T0002311;T0002520	UNDOC		EP	3	NOTES ON THE MAIN REGIONAL PRIORITIES IN THE TRANSPORT SECTOR/ NOTES BY THE EXPERTS						
E/ESCWA/RES/94/14	02/03/2004	I9400070	DEVELOPMENT PRIORITIES FOR THE ESCWA REGION/ NOTES BY THE EXPERTS		T0006036;T0007920;T0005547;T0009702;T0000731;T0001135;T0001118;T0004271;T0000747	UNDOC		EP	3	DEVELOPMENT PRIORITIES FOR THE ESCWA REGION/ NOTES BY THE EXPERTS						
E/ESCWA/RES/94/15	08/19/2004	I9400073	NOTE FOR THE CONSULTATION MEETING ON THE RESTRUCTURING OF ESCWA PROGRAMS/ NOTES BY THE EXPERTS		T0006036;T0007920;T0001251;T0005547	UNDOC		EP	3	NOTE FOR THE CONSULTATION MEETING ON THE RESTRUCTURING OF ESCWA PROGRAMS/ NOTES BY THE EXPERTS						
E/ESCWA/RES/94/16	02/03/1994	I9400074	NOTE ON MAIN REGIONAL PRIORITIES AND CORE THEMES FOR ESCWA'S PROGRAMME/ NOTES BY THE EXPERTS		T0006036;T0007920;T0006000;T0009702;T0000733;T0000747;T0005547	UNDOC		EP	3	NOTE ON MAIN REGIONAL PRIORITIES AND CORE THEMES FOR ESCWA'S PROGRAMME/ NOTES BY THE EXPERTS						
